pl_name,disc_year,pl_orbper,pl_bmasse,pl_rade,pl_eqt,disc_facility,discoverymethod
HATS-51 b,2017,3.3488702,244.09344,15.80469,1553.0,HATSouth,Transit
HATS-52 b,2017,1.36665436,711.9392,15.490838,1834.0,HATSouth,Transit
HATS-53 b,2017,3.8537768,189.10885,15.02006,1312.0,HATSouth,Transit
K2-138 b,2017,2.35309,3.1,1.51,,K2,Transit
K2-138 c,2017,3.56004,6.31,2.299,,K2,Transit
K2-138 d,2017,5.40479,7.92,2.39,,K2,Transit
K2-138 e,2017,8.26146,12.97,3.39,,K2,Transit
K2-138 f,2017,12.75758,1.63,2.904,,K2,Transit
KELT-19 A b,2017,4.6117093,1293.5681,21.40919,1935.0,KELT,Transit
K2-141 b,2018,0.2803244,4.97,1.51,2103.0,K2,Transit
K2-141 c,2018,7.7485,8.0,7.0,695.0,K2,Transit
HD 238914 b,2018,4100.0,1906.98,,,Multiple Observatories,Radial Velocity
TYC 3318-01333-1 b,2018,562.0,1086.9786,,,Multiple Observatories,Radial Velocity
BD+48 740 b,2018,733.0,540.311,,,Multiple Observatories,Radial Velocity
KELT-21 b,2018,3.6127647,1242.7153,17.777474,2051.0,KELT-North,Transit
HD 215152 d,2018,10.86499,2.801,,,La Silla Observatory,Radial Velocity
HD 215152 e,2018,25.1967,2.877,,,La Silla Observatory,Radial Velocity
Kepler-1654 b,2018,1047.8356,158.915,9.180171,206.0,Kepler,Transit
K2-232 b,2018,11.168454,126.49634,11.209,1030.0,K2,Transit
HATS-39 b,2018,4.5776348,200.2329,17.59813,1645.0,HATSouth,Transit
HATS-40 b,2018,3.2642736,505.3497,17.71022,2101.0,HATSouth,Transit
HATS-41 b,2018,4.193649,3082.951,14.90797,1710.0,HATSouth,Transit
HATS-42 b,2018,2.292102,597.5204,15.6926,1856.0,HATSouth,Transit
HD 158996 b,2018,820.2,4449.62,,,Bohyunsan Optical Astronomical Observatory,Radial Velocity
KPS-1 b,2018,1.706291,346.4347,11.54527,1459.0,Acton Sky Portal Observatory,Transit
K2-233 b,2018,2.467583,2.4,1.315,1127.0,K2,Transit
K2-233 c,2018,7.06024,4.6,1.272,794.0,K2,Transit
K2-233 d,2018,24.3681,10.3,2.363,525.0,K2,Transit
gam Lib b,2018,414.88,357.87478628,,,Okayama Astrophysical Observatory,Radial Velocity
gam Lib c,2018,966.49,1662.56039702,,,Okayama Astrophysical Observatory,Radial Velocity
24 Boo b,2018,30.33,280.64248338,,,Okayama Astrophysical Observatory,Radial Velocity
HATS-43 b,2018,4.3888497,82.95363,13.22662,1003.0,HATSouth,Transit
HATS-44 b,2018,2.7439004,177.9848,11.960003,1161.0,HATSouth,Transit
HATS-45 b,2018,4.1876244,222.481,14.414774,1518.0,HATSouth,Transit
HATS-46 b,2018,4.7423729,54.98459,10.121727,1054.0,HATSouth,Transit
HATS-7 b,2015,3.185315,38.1396,6.310667,1084.0,HATSouth,Transit
HD 47366 b,2016,360.08,661.71874337,,,Okayama Astrophysical Observatory,Radial Velocity
HD 47366 c,2016,677.53,483.73483545,,,Okayama Astrophysical Observatory,Radial Velocity
NGTS-3 A b,2018,1.6753728,756.4354,16.58932,,Next-Generation Transit Survey (NGTS),Transit
HD 89345 b,2018,11.8143,34.9613,7.39794,1089.0,K2,Transit
K2-237 b,2018,2.18053332,434.15360396,16.06246934,1759.0,K2,Transit
K2-238 b,2018,3.20466,273.3338,14.5717,1587.0,K2,Transit
GJ 1132 c,2018,8.929,2.91,,,La Silla Observatory,Radial Velocity
HAT-P-11 c,2018,3361.0,851.78013076,,,W. M. Keck Observatory,Radial Velocity
IC 4651 9122 b,2018,734.0,2002.329,,,La Silla Observatory,Radial Velocity
Kepler-128 b,2013,15.0,3.79,1.421,,Kepler,Transit
CoRoT-20 c,2018,1675.0,5403.11,,,Multiple Observatories,Radial Velocity
K2-260 b,2018,2.62669762,546.66486004,18.41635529,2090.0,K2,Transit
K2-261 b,2018,11.6334681,68.96876432,9.26982704,1036.0,K2,Transit
WASP-174 b,2018,4.2337005,104.88337431,16.10730527,1528.0,SuperWASP-South,Transit
Wolf 503 b,2018,6.00127,6.26,2.043,790.0,K2,Transit
HD 55696 b,2018,1827.0,1230.0021,,,W. M. Keck Observatory,Radial Velocity
HD 98736 b,2018,968.8,740.5439,,,W. M. Keck Observatory,Radial Velocity
HD 148164 b,2018,328.55,390.9309,,,W. M. Keck Observatory,Radial Velocity
HD 148164 c,2018,5062.0,1640.0028,,,W. M. Keck Observatory,Radial Velocity
HD 211810 b,2018,1558.0,212.9461,,,W. M. Keck Observatory,Radial Velocity
HD 75784 c,2018,7900.0,1792.5612,,,W. M. Keck Observatory,Radial Velocity
NGTS-2 b,2018,4.511164,235.1942,17.878355,1468.0,Next-Generation Transit Survey (NGTS),Transit
EPIC 246851721 b,2018,6.180235,953.49,11.780659,1401.0,K2,Transit
K2-266 b,2018,0.658524,11.26782377,3.3,1515.0,K2,Transit
K2-266 c,2018,7.814,0.29013072,0.705,664.5,K2,Transit
K2-266 d,2018,14.697,8.9,2.93,538.3,K2,Transit
K2-266 e,2018,19.482,14.3,2.73,490.1,K2,Transit
WASP-144 b,2018,2.2783152,139.8452,9.52765,1260.0,SuperWASP-South,Transit
WASP-145 A b,2018,1.7690381,282.8687,10.0881,1200.0,SuperWASP-South,Transit
WASP-158 b,2018,3.656333,886.7457,11.99363,1590.0,SuperWASP-South,Transit
WASP-159 b,2018,3.840401,174.8065,15.46842,1850.0,SuperWASP-South,Transit
WASP-162 b,2018,9.62468,1652.716,11.209,910.0,SuperWASP-South,Transit
WASP-168 b,2018,4.153658,133.4886,16.8135,1340.0,SuperWASP-South,Transit
WASP-172 b,2018,5.477433,149.3801,17.59813,1740.0,SuperWASP-South,Transit
WASP-173 A b,2018,1.38665318,1172.7927,13.4508,1880.0,SuperWASP-South,Transit
WASP-147 b,2018,4.60273,87.40325,12.498035,1404.0,SuperWASP-South,Transit
WASP-160 B b,2018,3.7684952,88.35674,12.21781,1119.0,SuperWASP-South,Transit
WASP-164 b,2018,1.7771255,676.9779,12.643752,1610.0,SuperWASP-South,Transit
WASP-165 b,2018,3.465509,209.13214,14.12334,1624.0,SuperWASP-South,Transit
GJ 96 b,2018,73.94,19.66,,,Haute-Provence Observatory,Radial Velocity
GJ 317 c,2016,6500.0,454.49462201,,,W. M. Keck Observatory,Radial Velocity
HD 33142 c,2016,810.2,282.86728223,,,W. M. Keck Observatory,Radial Velocity
HD 95089 c,2016,1785.0,1096.5135,,,W. M. Keck Observatory,Radial Velocity
HD 99706 c,2016,1278.0,1808.4527,,,W. M. Keck Observatory,Radial Velocity
HD 102329 c,2016,1123.0,483.1016,,,W. M. Keck Observatory,Radial Velocity
HD 116029 c,2016,907.0,403.6441,,,W. M. Keck Observatory,Radial Velocity
HD 156279 c,2016,4818.25358,3098.82696825,,,W. M. Keck Observatory,Radial Velocity
HD 114783 c,2016,4352.0,603.8739733,,,W. M. Keck Observatory,Radial Velocity
HATS-59 b,2018,5.416081,256.17098,12.621334,1128.0,HATSouth,Transit
HATS-59 c,2018,1422.0,4036.441,,175.9,HATSouth,Radial Velocity
GJ 3779 b,2018,3.0232,8.0,,,Calar Alto Observatory,Radial Velocity
GJ 1265 b,2018,3.6511,7.4,,,Calar Alto Observatory,Radial Velocity
LHS 1140 c,2018,3.77794,1.91,1.272,422.0,Multiple Observatories,Transit
CoRoT-21 b,2012,2.72474,718.2958,14.5717,,CoRoT,Transit
HD 13167 b,2018,2613.0,1052.0173,,,W. M. Keck Observatory,Radial Velocity
HD 14787 b,2018,676.6,356.28743,,,W. M. Keck Observatory,Radial Velocity
HD 18015 b,2018,2278.0,1010.6994,,,W. M. Keck Observatory,Radial Velocity
HD 72490 b,2018,858.0,561.92344,,,W. M. Keck Observatory,Radial Velocity
HD 94834 b,2018,1576.0,400.4658,,,W. M. Keck Observatory,Radial Velocity
HD 180053 b,2018,213.72,697.31902,,,W. M. Keck Observatory,Radial Velocity
HD 4917 b,2018,400.5,513.29545,,,W. M. Keck Observatory,Radial Velocity
WASP-161 b,2018,5.4060425,791.3967,12.811887,1557.0,SuperWASP-South,Transit
WASP-163 b,2018,1.6096884,594.3421,13.473218,1638.0,SuperWASP-South,Transit
WASP-170 b,2018,2.34478022,508.528,12.285064,1422.0,SuperWASP-South,Transit
K2-285 b,2018,3.471745,9.68,2.59,1088.9,K2,Transit
K2-285 c,2018,7.138048,15.68,3.53,741.4,K2,Transit
K2-285 d,2018,10.45582,6.5,2.48,619.9,K2,Transit
K2-285 e,2018,14.76289,10.7,1.95,500.9,K2,Transit
K2-287 b,2018,14.893291,100.11645,9.494023,804.0,K2,Transit
HATS-60 b,2018,3.560829,210.40346,12.923977,1528.0,HATSouth,Transit
HATS-61 b,2018,7.817953,1080.622,13.394755,1226.1,HATSouth,Transit
HATS-62 b,2018,3.2768837,56.89157,11.825495,1237.0,HATSouth,Transit
HATS-63 b,2018,3.0566527,305.1168,13.529263,1398.3,HATSouth,Transit
HATS-64 b,2018,4.908897,305.1168,18.819911,1793.0,HATSouth,Transit
HATS-65 b,2018,3.105161,260.93843,16.824709,1634.0,HATSouth,Transit
HATS-66 b,2018,3.1414391,1694.0339,15.815899,1998.0,HATSouth,Transit
HATS-67 b,2018,1.6091788,460.8535,18.887165,2193.0,HATSouth,Transit
HATS-68 b,2018,3.5862202,410.0007,13.809488,1741.0,HATSouth,Transit
HATS-69 b,2018,2.2252577,183.38791,10.592505,1295.7,HATSouth,Transit
HD 202696 b,2019,517.8,634.38868,,,W. M. Keck Observatory,Radial Velocity
HD 202696 c,2019,946.6,592.43512,,,W. M. Keck Observatory,Radial Velocity
K2-290 b,2019,9.21165,10.9,3.06,1230.0,K2,Transit
K2-290 c,2019,48.36685,246.00042,11.276254,676.0,K2,Transit
K2-291 b,2019,2.225177,6.49,1.589,,K2,Transit
GJ 4276 b,2019,13.352,16.57,,,Calar Alto Observatory,Radial Velocity
LHS 3844 b,2019,0.462929709,2.37,1.286,816.0,Transiting Exoplanet Survey Satellite (TESS),Transit
HD 202772 A b,2019,3.3088775,323.54931833,18.2370116,2181.0,Transiting Exoplanet Survey Satellite (TESS),Transit
K2-292 b,2019,16.9841,24.5,2.63,795.0,K2,Transit
HD 20781 d,2019,29.158,10.61,,,La Silla Observatory,Radial Velocity
HD 20781 e,2019,85.5073,14.03,,,La Silla Observatory,Radial Velocity
HD 45184 c,2019,13.1354,8.81,,,La Silla Observatory,Radial Velocity
HATS-70 b,2019,1.8882378,4100.007,15.513256,2730.0,HATSouth,Transit
GJ 143 b,2019,35.61253,22.7,2.61,422.0,Transiting Exoplanet Survey Satellite (TESS),Transit
HD 23472 b,2019,17.667087,8.32,2.0,543.0,Transiting Exoplanet Survey Satellite (TESS),Transit
HD 23472 c,2019,29.79749,3.41,1.87,467.0,Transiting Exoplanet Survey Satellite (TESS),Transit
HD 219666 b,2018,6.034468,17.6,4.898,1076.0,Transiting Exoplanet Survey Satellite (TESS),Transit
HD 1397 b,2018,11.53533,131.89945,11.500434,1228.3,Transiting Exoplanet Survey Satellite (TESS),Transit
GJ 411 b,2019,12.9394,2.69,,,Haute-Provence Observatory,Radial Velocity
WASP-190 b,2019,5.367753,317.83,12.89035,1500.0,WASP-South,Transit
Gl 378 b,2019,3.822,13.02,,830.0,Haute-Provence Observatory,Radial Velocity
Gl 686 b,2018,15.53,6.624,,,Roque de los Muchachos Observatory,Radial Velocity
Qatar-7 b,2019,2.032046,597.5204,19.0553,2053.0,Qatar,Transit
TOI-172 b,2019,9.47725,1722.6386,10.816685,1198.0,Transiting Exoplanet Survey Satellite (TESS),Transit
GJ 685 b,2019,24.16,9.0,,,Roque de los Muchachos Observatory,Radial Velocity
HD 181234 b,2019,7593.40512,2980.91262925,,,La Silla Observatory,Radial Velocity
HD 25015 b,2019,6134.427,2884.92845034,,,La Silla Observatory,Radial Velocity
HD 50499 c,2019,8619.9,931.2419,,,La Silla Observatory,Radial Velocity
HD 92788 c,2019,11611.2975,1166.4361,,,La Silla Observatory,Radial Velocity
HD 221416 b,2019,14.2767,60.5,9.17,,Transiting Exoplanet Survey Satellite (TESS),Transit
WASP-177 b,2019,3.071722,161.45764,17.71022,1142.0,SuperWASP,Transit
WASP-181 b,2019,4.5195064,95.03117,13.271456,1186.0,SuperWASP,Transit
WASP-183 b,2019,4.1117771,159.55066,16.47723,1111.0,SuperWASP,Transit
Kepler-47 d,2019,187.366,19.02,7.04,,Kepler,Transit
HD 21749 c,2019,7.78993,3.7,0.892,701.0,Transiting Exoplanet Survey Satellite (TESS),Transit
Qatar-8 b,2019,3.71495,117.91493,14.403565,1457.0,Qatar,Transit
Qatar-9 b,2019,1.540731,378.2177,11.309881,1134.0,Qatar,Transit
Qatar-10 b,2019,1.645321,233.92288,17.295487,1955.0,Qatar,Transit
TOI-216.02,2019,17.16073,18.75187601,8.0,,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-216.01,2019,34.525528,177.98390792,10.1,,Transiting Exoplanet Survey Satellite (TESS),Transit
HD 221420 b,2019,10090.0,7278.2705203,,,Anglo-Australian Telescope,Radial Velocity
NGTS-5 b,2019,3.3569866,72.78307,12.733424,952.0,Next-Generation Transit Survey (NGTS),Transit
HD 210193 b,2019,649.918,153.1,,,Las Campanas Observatory,Radial Velocity
HD 211970 b,2019,25.201,13.0,,,Las Campanas Observatory,Radial Velocity
HD 39855 b,2019,3.2498,8.5,,,Las Campanas Observatory,Radial Velocity
HIP 35173 b,2019,41.516,12.7,,,Las Campanas Observatory,Radial Velocity
HD 102843 b,2019,3090.942,113.9,,,Las Campanas Observatory,Radial Velocity
HD 103949 b,2019,120.878,11.2,,,Las Campanas Observatory,Radial Velocity
HD 206255 b,2019,96.045,34.2,,,Las Campanas Observatory,Radial Velocity
HD 21411 b,2019,84.288,65.9,,,Las Campanas Observatory,Radial Velocity
HD 64114 b,2019,45.791,17.8,,,Las Campanas Observatory,Radial Velocity
HD 8326 b,2019,158.991,66.6,,,Las Campanas Observatory,Radial Velocity
HIP 54373 b,2019,7.76,8.62,,,Las Campanas Observatory,Radial Velocity
HIP 54373 c,2019,15.144,12.44,,,Las Campanas Observatory,Radial Velocity
HD 24085 b,2019,2.0455,11.8,,,Las Campanas Observatory,Radial Velocity
HIP 71135 b,2019,87.19,18.8,,,Las Campanas Observatory,Radial Velocity
HD 15337 b,2019,4.7559804,6.519,1.77,,Transiting Exoplanet Survey Satellite (TESS),Transit
HD 15337 c,2019,17.180546,6.792,2.526,,Transiting Exoplanet Survey Satellite (TESS),Transit
NGTS-4 b,2019,1.3373508,20.6,3.18,1650.0,Next-Generation Transit Survey (NGTS),Transit
K2-32 e,2019,4.34934,2.1,1.212,1066.0,K2,Transit
Kepler-407 b,2014,0.6693124,1.93,1.19,,Kepler,Transit
L 98-59 b,2019,2.253114,0.46,0.837,620.0,Transiting Exoplanet Survey Satellite (TESS),Transit
L 98-59 c,2019,3.6906764,2.0,1.329,526.0,Transiting Exoplanet Survey Satellite (TESS),Transit
L 98-59 d,2019,7.450729,1.64,1.627,416.0,Transiting Exoplanet Survey Satellite (TESS),Transit
Kepler-65 e,2019,258.8,260.0,,,W. M. Keck Observatory,Radial Velocity
HD 2685 b,2019,4.12688,371.8611,16.14096,2061.0,Transiting Exoplanet Survey Satellite (TESS),Transit
Gl 49 b,2019,13.8508,5.63,,,Multiple Observatories,Radial Velocity
TOI-150.01,2019,5.857487,797.7533,14.067295,1404.5,Transiting Exoplanet Survey Satellite (TESS),Transit
KELT-23 A b,2019,2.255251,298.12454,14.829507,1561.0,KELT-North,Transit
HD 180617 b,2018,105.911,12.214,,,Calar Alto Observatory,Radial Velocity
LSPM J2116+0234 b,2019,14.4399,13.3,,,Calar Alto Observatory,Radial Velocity
NSVS 14256825 b,2019,3225.0,4497.2945,,,Multiple Observatories,Eclipse Timing Variations
V1298 Tau b,2019,24.140006,13.1,9.41,666.0,K2,Transit
Teegarden's Star b,2019,4.90634,1.16,,277.0,Calar Alto Observatory,Radial Velocity
Teegarden's Star c,2019,11.416,1.05,,209.0,Calar Alto Observatory,Radial Velocity
WASP-87 b,2016,1.682795,692.8694,15.524465,,Anglo-Australian Telescope,Transit
Kepler-411 e,2018,31.509728,10.8,,503.0,Kepler,Transit Timing Variations
DE CVn b,2018,4098.1,3823.27330161,,,Multiple Facilities,Eclipse Timing Variations
EPIC 248847494 b,2018,3650.0,4131.79,12.44199,183.0,K2,Transit
WASP-166 b,2019,5.44354,32.10083,7.06167,1270.0,WASP-South,Transit
Kepler-849 b,2016,394.62508,298.75870258,8.08167508,362.7,Kepler,Transit
Kepler-82 f,2019,75.732,20.9,,,KOINet,Transit Timing Variations
HR 858 b,2019,3.585287,3.55,2.004,1552.0,Transiting Exoplanet Survey Satellite (TESS),Transit
HR 858 c,2019,5.973865,3.8,1.979,1309.0,Transiting Exoplanet Survey Satellite (TESS),Transit
HR 858 d,2019,11.230511,7.1,2.001,1061.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-270 b,2019,3.35992,1.48,1.28,600.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-270 c,2019,5.66051,6.2,2.33,489.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-270 d,2019,11.38194,4.2,2.0,383.0,Transiting Exoplanet Survey Satellite (TESS),Transit
GJ 357 c,2019,9.1247,3.4,,401.2,Multiple Observatories,Radial Velocity
GJ 357 d,2019,55.661,6.1,,219.6,Multiple Observatories,Radial Velocity
LTT 1445 A b,2019,5.3587635,2.73,1.34,431.0,Transiting Exoplanet Survey Satellite (TESS),Transit
K2-146 c,2019,4.00498,7.49,2.19,,K2,Transit
HAT-P-69 b,2019,4.7869491,1137.8314,18.786284,1930.0,HATNet,Transit
HAT-P-70 b,2019,2.74432452,2154.8874,20.96083,2562.0,HATNet,Transit
HATS-54 b,2019,2.5441765,239.32479047,11.37711541,1429.0,HATSouth,Transit
HATS-55 b,2019,4.2042001,292.72143,14.022459,1367.0,HATSouth,Transit
HATS-56 b,2019,4.324799,191.33366,18.920792,1902.0,HATSouth,Transit
HATS-57 b,2019,2.350621,1000.21101,12.767051,1413.4,HATSouth,Transit
HATS-58 A b,2019,4.2180896,327.3649,12.273855,1721.0,HATSouth,Transit
bet Pic c,2019,1192.77951,3222.46221857,,,La Silla Observatory,Radial Velocity
HR 5183 b,2019,27000.0,1026.5909,,171.0,Multiple Observatories,Radial Velocity
OGLE-2018-BLG-0740L b,2019,5480.0,1500.0,,,OGLE,Microlensing
WASP-169 b,2019,5.6114118,178.30263,14.616536,1604.0,WASP-South,Transit
WASP-171 b,2019,3.8186244,344.52772,10.98482,1642.0,WASP-South,Transit
WASP-175 b,2019,3.0652907,314.6517,13.540472,1571.0,WASP-South,Transit
WASP-182 b,2019,3.3769848,47.03884,9.52765,1479.0,WASP-South,Transit
KELT-24 b,2019,5.55149296,1458.83238813,12.71098411,1391.0,KELT-North,Transit
NGTS-6 b,2019,0.882059,425.57437,14.863134,1283.9,Next-Generation Transit Survey (NGTS),Transit
WASP-180 A b,2019,3.409264,286.047,13.89916,1540.0,SuperWASP,Transit
GJ 15 A c,2018,7600.0,36.0,,,Roque de los Muchachos Observatory,Radial Velocity
WASP-178 b,2019,3.3448285,527.5978,20.28829,2470.0,WASP-South,Transit
WASP-184 b,2019,5.1817,181.1631,14.90797,1480.0,WASP-South,Transit
WASP-185 b,2019,9.38755,311.4734,14.01125,1160.0,WASP-South,Transit
WASP-192 b,2019,2.8786765,731.009,13.78707,1620.0,WASP-South,Transit
GJ 3512 b,2019,203.109,146.51889563,,,Calar Alto Observatory,Radial Velocity
GJ 27.1 b,2014,15.819,13.0,,,Multiple Observatories,Radial Velocity
GJ 160.2 b,2014,5.2354,10.2,,,Multiple Observatories,Radial Velocity
GJ 180 b,2014,17.133,6.49,,,Multiple Observatories,Radial Velocity
GJ 180 c,2014,24.329,6.4,,,Multiple Observatories,Radial Velocity
GJ 229 b,2014,579.47495,14.93793513,,,Multiple Observatories,Radial Velocity
GJ 422 b,2014,20.129,11.07,,,Multiple Observatories,Radial Velocity
GJ 433 c,2014,5094.105,32.422,,,Multiple Observatories,Radial Velocity
GJ 682 b,2014,17.478,4.4,,,Multiple Observatories,Radial Velocity
GJ 682 c,2014,57.32,8.7,,,Multiple Observatories,Radial Velocity
V1298 Tau c,2019,8.249164,4.7,5.08,953.0,K2,Transit
V1298 Tau d,2019,12.401394,6.0,6.53,831.0,K2,Transit
V1298 Tau e,2019,48.677714,15.3,10.17,527.0,K2,Transit
7 CMa c,2019,996.0,276.5121,,,Multiple Observatories,Radial Velocity
NY Vir c,2019,8799.0,1760.7782,,,Winer Observatory,Eclipse Timing Variations
eps Ind A b,2019,39400.0,2425.03074541,,,La Silla Observatory,Radial Velocity
LP 791-18 c,2019,4.98991,7.16,2.488,,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-163 b,2019,4.231306,387.7526,16.690201,1669.0,Transiting Exoplanet Survey Satellite (TESS),Transit
Kepler-448 c,2017,2500.0,6992.26,,,Kepler,Transit Timing Variations
TOI-125 b,2019,4.65382,9.5,2.726,1037.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-125 c,2019,9.15059,6.63,2.759,827.8,Transiting Exoplanet Survey Satellite (TESS),Transit
HD 125390 b,2019,1757.39151,8646.20398403,,,W. M. Keck Observatory,Radial Velocity
NGTS-8 b,2019,2.4997,295.5819,12.21781,1345.0,Next-Generation Transit Survey (NGTS),Transit
NGTS-9 b,2019,4.43527,921.707,11.99363,1448.0,Next-Generation Transit Survey (NGTS),Transit
HD 220197 b,2018,1728.0,63.566,,,Roque de los Muchachos Observatory,Radial Velocity
HD 233832 b,2018,2058.0,565.7374,,,Roque de los Muchachos Observatory,Radial Velocity
Qatar-6 b,2017,3.506195,212.31044,11.903958,1006.0,Qatar,Transit
PSR B0329+54 b,2017,10140.0,1.97,,,Multiple Facilities,Pulsar Timing
Kepler-1660 AB b,2023,239.5044,1586.59940774,,,Kepler,Eclipse Timing Variations
HD 213885 b,2019,1.008035,8.83,1.745,2128.0,Transiting Exoplanet Survey Satellite (TESS),Transit
HD 213885 c,2019,4.78503,19.95,,1265.4,Multiple Observatories,Radial Velocity
WASP-18 c,2019,2.1558,55.2,,,Transiting Exoplanet Survey Satellite (TESS),Transit Timing Variations
WASP-126 c,2019,7.63,64.2,,,Transiting Exoplanet Survey Satellite (TESS),Transit Timing Variations
XO-7 b,2019,2.8641424,225.34147,15.389957,1743.0,XO,Transit
DMPP-1 b,2019,17.812,16.8,,,La Silla Observatory,Radial Velocity
DMPP-1 c,2019,10.03,10.94,,,La Silla Observatory,Radial Velocity
DMPP-1 d,2019,3.1417,4.72,,,La Silla Observatory,Radial Velocity
DMPP-1 e,2019,5.516,4.13,,1314.0,La Silla Observatory,Radial Velocity
DMPP-2 b,2019,5.203,171.48,,,Multiple Facilities,Radial Velocity
DMPP-3 A b,2019,5.59,2.67,,,La Silla Observatory,Radial Velocity
GJ 180 d,2020,106.3,7.56,,,Multiple Facilities,Radial Velocity
GJ 229 A c,2020,121.93268,8.58136699,,,Multiple Facilities,Radial Velocity
GJ 433 d,2020,36.059,5.223,,,Multiple Facilities,Radial Velocity
GJ 3082 b,2020,11.949,8.2,,,Multiple Facilities,Radial Velocity
GJ 1252 b,2020,0.5182331,1.32,1.193,,Transiting Exoplanet Survey Satellite (TESS),Transit
EPIC 249893012 b,2020,3.5951,8.75,1.95,1616.0,K2,Transit
EPIC 249893012 c,2020,15.624,14.67,3.67,990.0,K2,Transit
EPIC 249893012 d,2020,35.747,10.18,3.94,752.0,K2,Transit
L 168-9 b,2020,1.40152604,4.07,1.63,998.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-125 d,2020,19.98,13.6,2.93,638.1,Transiting Exoplanet Survey Satellite (TESS),Transit
Kepler-1661 b,2020,175.06,17.0,3.87,243.0,Kepler,Transit
TOI-132 b,2020,2.1097019,22.4,3.42,1395.0,Transiting Exoplanet Survey Satellite (TESS),Transit
GJ 1061 b,2020,3.2073,1.11,,,La Silla Observatory,Radial Velocity
Kepler-95 b,2014,11.5231,13.0,3.42,,Kepler,Transit
GJ 1061 c,2020,6.6821,1.81,,,La Silla Observatory,Radial Velocity
GJ 1061 d,2020,13.066,1.67,,,La Silla Observatory,Radial Velocity
HATS-47 b,2020,3.9228038,117.27927,12.520453,852.9,HATSouth,Transit
HATS-48 A b,2020,3.1316666,77.23269,8.9672,954.6,HATSouth,Transit
HATS-49 b,2020,4.1480467,112.19399,8.574885,834.8,HATSouth,Transit
HATS-72 b,2020,7.3279474,39.855882,8.0973816,739.3,HATSouth,Transit
NGTS-10 b,2020,0.7668944,687.14846,13.506845,1332.0,Next-Generation Transit Survey (NGTS),Transit
MASCARA-4 b,2020,2.8240932,532.36258173,16.98160576,2250.0,Multiple Observatories,Transit
LHS 1815 b,2020,3.814334,1.58,1.088,,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1130 b,2020,4.074554,19.8,3.66,825.0,Transiting Exoplanet Survey Satellite (TESS),Transit
TOI-1130 c,2020,8.3501898,336.0,13.0,650.0,Transiting Exoplanet Survey Satellite (TESS),Transit
